打开QQ音乐 | com.tencent.qqmusic
打开应用商店 | com.letv.app.appstore
打开手机QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开淘宝 | com.taobao.taobao
今日天气怎么样 | sina.mobile.tianqitongletv
打开微信 | com.tencent.mm
打开QQ给杨京超发消息我操你妈 | com.tencent.mobileqq
打开QQ给杨金超发我操你妈那个逼 | com.tencent.mobileqq
打开QQ给杨金超发笑鸡巴蛋疼 | com.tencent.mobileqq
微信二维码付款 | com.tencent.mm
打开微信 | com.tencent.mm
支付宝付款 | com.eg.android.AlipayGphone
打开支付宝 | com.eg.android.AlipayGphone
播放本地音乐无赖 | com.android.music
播放本地音乐无赖 | com.android.music
扫一扫 | com.tencent.mm
浏览器 | com.android.browser
摇一摇 | com.tencent.mm
打开QQ | com.tencent.mobileqq
导航 | com.autonavi.xmgd.navigator
高德地图 | com.autonavi.minimap
打开应用商店下载 | com.letv.app.appstore
下载开心消消乐 | com.letv.app.appstore
打开微信 | com.tencent.mm
打开QQ张毛母娘发信息 | com.tencent.mm
打开微信给高叔发信息 | com.tencent.mm
打开微信给高叔发短信吃饭了 | com.tencent.mm
打开QQ给了麦克斯交流群发信息123 | com.tencent.mobileqq
用QQ给王爷零发呵呵呵 | com.tencent.mobileqq
用QQ发给王艺霖呵呵 | com.tencent.mobileqq
送QQ给徐振恩发呵呵呵 | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
给了张发消息说我在吃饭 | com.tencent.mm
从明天有雨吗 | sina.mobile.tianqitongletv
用QQ给了状发消息说我在吃饭 | com.tencent.mobileqq
乐视 | com.letv.android.client
用QQ发呵呵呵给徐正恩 | com.tencent.mobileqq
发在忙给王艺霖 | com.tencent.mobileqq
用QQ发消息给共同努力超越自我呵呵呵 | com.tencent.mobileqq
打开乐迷社区 | com.letv.bbs
打开乐迷社区官方网站 | com.letv.bbs
打开UC浏览器的内涵段子 | com.UCMobile
清理运行内存 | com.letv.android.supermanager
清理手机垃圾 | com.letv.android.supermanager
打开乐件桌面 | com.android.launcher3
系统更新 | com.letv.android.ota
升级 | cn.bookse.ShengJi.mi
打开QQ | com.tencent.mobileqq
转到谷歌输入法 | com.android.settings
打开主题商店 | com.letv.android.themestore
微信二维码付款 | com.tencent.mm
设置主题 | com.letv.android.themestore
百度搜索 | com.baidu.searchbox
扫一扫 | com.tencent.mm
天气如何 | sina.mobile.tianqitongletv
支付宝付款 | com.eg.android.AlipayGphone
打开王者荣耀 | com.tencent.tmgp.sgame
打开穿越火线枪战王者 | com.tencent.tmgp.cf
打开微信 | com.tencent.mm
小乐今天天气如何 | sina.mobile.tianqitongletv
听歌 | com.android.music
支付宝扫一扫 | com.eg.android.AlipayGphone
支付宝扫一扫 | com.eg.android.AlipayGphone
支付宝扫一扫 | com.eg.android.AlipayGphone
打开微信 | com.tencent.mm
打开QQ张毛母娘发信息还不下来 | com.tencent.mm
打开微信给瑶瑶发信息还不下来 | com.tencent.mm
打开微信给瑶瑶发信息还不下来顺便发送 | com.tencent.mm
雷锋一看片 | com.letv.android.client
微信扫一扫 | com.tencent.mm
打开应用商店 | com.letv.app.appstore
打开腾讯QQ | com.tencent.mobileqq
微信二维码付款 | com.tencent.mm
看一下今天的天气 | sina.mobile.tianqitongletv
播放本地歌曲 | com.android.music
从腾讯视频搜索三生三世十里桃花 | com.tencent.qqlive
看一下我的淘宝购物车 | com.taobao.taobao
播放本地歌曲歌曲播放 | com.android.music
微信黑名单 | com.tencent.mm
微信充值话费 | com.tencent.mm
打开文件夹文件管理 | com.letv.android.filemanager
看一看明天的天气 | sina.mobile.tianqitongletv
打开微信小号 | com.tencent.mm.LetvClone
看看今天是星期几 | com.letv.android.client
天气 | sina.mobile.tianqitongletv
发短信给你 | com.android.mms
打开云服务 | com.lenovo.leos.cloud.sync
打开wifi万能钥匙 | com.snda.wifilocating
打开波克捕鱼 | com.pokercity.bydrqp.mi
打开微信 | com.tencent.mm
我要看照片 | com.android.gallery3d
打开照片我要看照片 | com.android.gallery3d
打开熊猫直播 | com.panda.videoliveplatform
查看天气 | sina.mobile.tianqitongletv
开始录音 | com.letv.android.recorder
打开QQ给杨经常发小鸡巴蛋疼操你妈 | com.tencent.mobileqq
打开QQ给小号发消息发我操你妈了逼 | com.tencent.mobileqq
打开乐视视频 | com.letv.android.client
打开微信 | com.tencent.mm
打开乐视视频 | com.letv.android.client
播放我说长的音乐 | com.android.music
打开龙珠直播 | com.longzhu.tga
打开微信小程序 | com.tencent.mm
打开淘宝 | com.taobao.taobao
微信的黑名单 | com.tencent.mm
我要自拍 | com.android.camera2
深圳设置主题 | com.letv.android.themestore
用QQ音乐放罗志祥的歌 | com.tencent.qqmusic
日出时间 | sina.mobile.tianqitongletv
用QQ音乐播放刚好遇见你 | com.tencent.qqmusic
打开音乐 | com.android.music
帮我打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
放一首歌 | com.android.music
打开QQ | com.tencent.mobileqq
QQ | com.tencent.mobileqq
应用管理 | com.android.settings
音乐给我播放大话西游的片尾曲 | com.android.music
QQ音乐都播放大话西游的片尾曲 | com.letv.android.client
播放电台 | com.android.music
洛QQ音乐多播放一生所爱 | com.tencent.qqmusic
天气状况 | sina.mobile.tianqitongletv
打开QQ | com.tencent.mobileqq
淘宝查看订单 | com.taobao.taobao
QQ打开QQ空间 | com.tencent.mobileqq
现在多少度 | sina.mobile.tianqitongletv
明天会不会下雨 | sina.mobile.tianqitongletv
打开穿越火线枪战王者 | com.tencent.tmgp.cf
把微软小娜的资料发给我 | com.microsoft.cortana
微信扫一扫 | com.tencent.mm
支付宝扫一扫 | com.eg.android.AlipayGphone
微信摇一摇 | com.tencent.mm
微软小娜 | com.microsoft.cortana
滴滴打车去公司 | com.sdu.didi.psnger
滴滴打车回家 | com.sdu.didi.psnger
微信朋友圈 | com.tencent.mm
强行关闭所有应用 | com.letv.android.supermanager
长行关闭后台 | com.letv.android.supermanager
换个壁纸 | com.letv.android.wallpaperonline
QQ音乐 | com.tencent.qqmusic
打开地图 | com.baidu.BaiduMap
支付宝扫一扫 | com.eg.android.AlipayGphone
微信二维码付款 | com.tencent.mm
微信维码付款 | com.tencent.mm
查看天气 | sina.mobile.tianqitongletv
听歌 | com.android.music
发微信给卷心菜 | com.tencent.mm
发微信给卷心菜 | com.tencent.mm
我要自拍 | com.android.camera2
我要自拍 | com.android.camera2
帮我拍个照 | com.android.gallery3d
打开联系人 | com.android.dialer
帮我下载蜜蜂视频 | com.letv.app.appstore
帮我下载蜜蜂视频 | com.letv.app.appstore
帮我下载蜜蜂视频 | com.letv.app.appstore
自拍照 | com.android.camera2
打开铃声 | com.iflytek.ringdiyclient.ringbooks
给挪小编发两块钱微信红包 | com.tencent.mm
给罗小斌发两块钱微信红包 | com.tencent.mm
播放大神之帝国之崛起 | com.letv.android.client
播放陈奕迅的十年 | com.letv.android.client
给王霞发消息 | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
朋友圈 | com.tencent.mm
你吃饭了吗 | com.dianping.v1
QQ音乐给我播放歌曲 | com.android.music
打开QQ | com.tencent.mobileqq
用QQ给王艺霖发消息呵呵呵 | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开微信朋友圈 | com.tencent.mm
今天天气怎么样 | sina.mobile.tianqitongletv
打开微信付款 | com.tencent.mm
打开微信扫一扫 | com.tencent.mm
淘宝查看订单 | com.taobao.taobao
打开微信 | com.tencent.mm
给宝贝发位置 | com.tencent.mm
打开多点 | com.wm.dmall
打开虎牙直播 | com.duowan.kiwi
打开便签 | com.letv.android.note
给186011230376发短信 | com.android.mms
打开QQ浏览器 | com.tencent.mtt
关闭个人热点 | com.android.settings
清理后台 | com.letv.android.supermanager
嗯打开QQ | com.tencent.mobileqq
帮我打开微信 | com.tencent.mm
打开相册 | com.android.gallery3d
发QQ空间 | com.qzone
给老姐发QQ | com.tencent.mobileqq
给老姐发QQ | com.tencent.mobileqq
发QQ消息 | com.tencent.mobileqq
QQ好友发信息 | com.tencent.mobileqq
高德地图 | com.autonavi.minimap
QQ告诉小明你好 | com.tencent.mobileqq
微信扫一扫 | com.tencent.mm
放一首歌 | com.android.music
最近和老爸视频聊天 | com.tencent.mm
微信和老爸视频聊天 | com.tencent.mm
微信和亲人老爸视频聊天 | com.tencent.mm
微信和爸爸视频聊天 | com.tencent.mm
打开天气 | sina.mobile.tianqitongletv
威信和老姐视频聊天 | com.tencent.mm
今天的天气如何 | sina.mobile.tianqitongletv
微信和妈妈视频聊天 | com.tencent.mm
微信和妈妈视频聊天 | com.tencent.mm
给妈妈发微信 | com.tencent.mm
微信 | com.tencent.mm
微信扫一扫 | com.tencent.mm
给老姐发视频聊天 | com.tencent.mm
微信和老姐视频聊天 | com.tencent.mm
打开腾讯地图 | com.tencent.map
微信扫一扫 | com.tencent.mm
打开QQ | com.tencent.mobileqq
播放音乐 | com.android.music
我手机的位置现在在哪 | com.baidu.BaiduMap
打开UC浏览器 | com.UCMobile
打开文件管理 | com.letv.android.filemanager
打开QQ | com.tencent.mobileqq
打开QQ音乐播放音乐 | com.android.music
淘宝查找滴答 | com.taobao.taobao
打开腾讯视频观看三生三世十里桃花 | com.tencent.qqlive
清理后台 | com.letv.android.supermanager
打开微信 | com.tencent.mm
打开联系人 | com.android.dialer
微信二维码付款 | com.tencent.mm
清理后台 | com.letv.android.supermanager
清理后台 | com.letv.android.supermanager
微信 | com.tencent.mm
帮我发微信给短信 | com.tencent.mm
帮我发微信给董婧 | com.tencent.mm
帮我发微信给到 | com.tencent.mm
微信付款 | com.tencent.mm
打开闹钟 | com.android.deskclock
微信扫一扫 | com.tencent.mm
打开QQ | com.tencent.mobileqq
听着QQ | com.tencent.mobileqq
打开微信给礼物发红包 | com.tencent.mm
打开微信给刘发红包 | com.tencent.mm
哦打开我的微信二维码 | com.tencent.mm
现在搜狗浏览器 | sogou.mobile.explorer
给小赵发礼物 | com.tencent.mobileqq
我想听赵雷的歌 | com.kugou.android
打开QQ登陆 | com.tencent.mobileqq
进一下删选出sn向的严重问题 | com.tencent.mm
记下该选sn项目问题 | com.letv.android.note
给位淫发消息说我很忙 | com.tencent.mm
给办新预算发消息说我很忙不想理你 | com.tencent.mm
清除后台应用 | com.letv.android.supermanager
打开球球大作战 | com.nevergiveup.snakeslither
用酷狗音乐播放陈奕迅的单车 | com.kugou.android
微信朋友圈 | com.tencent.mm
用酷狗音乐搜索单车 | com.kugou.android
用酷狗音乐搜索陈奕迅 | com.kugou.android
用QQ音乐播放我喜欢的歌 | com.tencent.qqmusic
用酷狗音乐播放陈奕迅的歌 | com.kugou.android
用优酷搜索十万个冷笑话 | com.youku.phone
打开优酷定律 | com.youku.phone
打开优酷订阅 | com.youku.phone
打开优酷订阅 | com.youku.phone
打开优酷订阅 | com.youku.phone
学习打开优酷订阅 | com.youku.phone
打开优酷订阅 | com.youku.phone
打开QQ | com.tencent.mobileqq
乐视视频 | com.letv.android.client
打开手机QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开腾讯QQ | com.tencent.mobileqq
高德地图 | com.autonavi.minimap
打开音乐 | com.android.music
打开支付宝 | com.eg.android.AlipayGphone
打开支付宝 | com.eg.android.AlipayGphone
打开QQ | com.tencent.mobileqq
看电影 | com.letv.android.client
看电影 | com.letv.android.client
打开支付宝 | com.eg.android.AlipayGphone
看电影 | com.letv.android.client
今天天气怎么样 | sina.mobile.tianqitongletv
支付宝付款 | com.eg.android.AlipayGphone
打开电话簿 | com.android.dialer
拨打电话 | com.android.dialer
打开微信 | com.tencent.mm
播放音乐 | com.android.music
打开微信 | com.tencent.mm
开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
看天气 | sina.mobile.tianqitongletv
看天气 | sina.mobile.tianqitongletv
看天气 | sina.mobile.tianqitongletv
微信扫一扫 | com.tencent.mm
微信扫一扫 | com.tencent.mm
打开QQ | com.tencent.mobileqq
使用微博搜索 | com.sina.weibo
打开我的微信二维码 | com.tencent.mm
使用微博搜索 | com.sina.weibo
使用微博搜索黄渤 | com.sina.weibo
清理后台 | com.letv.android.supermanager
设置字体 | com.letv.android.themestore
设置主题 | com.letv.android.themestore
设置壁纸 | com.letv.android.wallpaperonline
打开闹钟 | com.android.deskclock
打开微信 | com.tencent.mm
微信扫一扫 | com.tencent.mm
今天什么天气 | sina.mobile.tianqitongletv
播放歌曲 | com.android.music
播放本地音乐 | com.android.music
自拍 | com.android.camera2
自拍 | com.android.camera2
我要听歌 | com.android.music
播放音乐 | com.android.music
播放我收藏的音乐 | com.android.music
打开秒表 | com.android.deskclock
打开录音机 | com.letv.android.recorder
帮我寄一个电话 | com.letv.android.note
开启个人热点 | com.android.settings
开启个人热点 | com.android.settings
开启个人热点 | com.android.settings
关闭个人热点 | com.android.settings
查看体育 | com.lesports.glivesports
开启个人热点 | com.android.settings
开启个人热点 | com.android.settings
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
查看体育NBA | com.lesports.glivesports
开启个人热点 | com.android.settings
查看北京到上海的飞机票 | ctrip.android.view
打开个人热点 | com.android.settings
查看北京到南京的火车票 | ctrip.android.view
查看北京到河南的高铁票 | ctrip.android.view
打开微信 | com.tencent.mm
打开支付宝 | com.eg.android.AlipayGphone
播放甄嬛传第五集 | com.letv.android.client
播放本地歌曲 | com.android.music
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
播放甄嬛传第五集 | com.letv.android.client
关闭个人热点 | com.android.settings
看看我看看我今晚要买的菜 | com.letv.android.client
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
打开个人热点 | com.android.settings
打开个人热点 | com.android.settings
看看我今晚要买的菜 | com.letv.android.client
看看我今晚要买的菜 | com.letv.android.client
QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
QQ | com.tencent.mobileqq
淘宝查看订单 | com.taobao.taobao
打开QQ给小姑娘 | com.tencent.mobileqq
查看天气 | sina.mobile.tianqitongletv
打开VPN | com.android.settings
播放13810213892 | com.letv.android.client
关闭VPN | com.android.settings
打开信息 | com.android.mms
